f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,y,T,W,G
0.7526789393591117,0.4846305569480671,0.5224399260124506,0.7436939638447133,0.6162467203944572,0.38598744911303645,0.3919024964359017,0.5481917610704582,0.29936004098780994,0.6571501207228378,0.4675764461843455,0.7337422268734605,0.33301244993708845,0.331596055710967,0.4875639228328256,0.0,0.0,0.714291028008211,4.0
0.5687662236597831,0.4455808383993502,0.40835879165346034,0.46350163059697963,0.7524442178871175,0.4576986871052292,0.35562842018350566,0.4561349215729878,0.4202712707858949,0.4559125336545341,0.6634855626581102,0.5330886370561435,0.5332074421061389,0.48048259669760607,0.41016818400406296,0.0,1.0,0.9976232934786236,1.0
0.6357121158564243,0.5021976433400837,0.34142158568794545,0.5141164930902815,0.5423964023626654,0.4699092484858983,0.43586070829243034,0.4198697845441264,0.4678964676416886,0.6244969077580556,0.4915909082097659,0.40158690525235835,0.3566991265947498,0.5818600983781208,0.4662775948198726,1.0,0.0,0.8976829345015217,2.0
0.5895391720386362,0.39953584043456913,0.426268946820793,0.48460312601406424,0.5754603096681477,0.6848321867458058,0.5698511595454423,0.5373507110824742,0.5589798627867942,0.4411337269366353,0.691690680709707,0.4692359510592382,0.47763862710809696,0.5411120667548704,0.3867378731582896,1.0,1.0,0.7823446659602884,1.0
0.5142990744627189,0.49715581652776575,0.5039520473846945,0.5777798981442958,0.7636512502560003,0.34901390078347216,0.6699840270668767,0.31912816672715494,0.45694362627583734,0.5103814140582253,0.5038252591931057,0.4868405583845329,0.3990965154590433,0.645235147773933,0.4180007777088338,1.0,1.0,0.721257012911532,2.0
0.39282839429083577,0.5890037551380812,0.4403399756987501,0.3836978307426973,0.7094542988239831,0.3480930286391266,0.3074766925949723,0.6095405065255701,0.6419752624197008,0.6220424705539455,0.6288469349212691,0.6500688695817087,0.28245349187118535,0.3012049083900325,0.5105565493271264,0.0,0.0,0.8399002211136872,4.0
0.5725287651851559,0.3190624186077301,0.3923521310177091,0.662151095825682,0.7772859370522742,0.6750184762404523,0.5164059136097925,0.4272547047757945,0.3712831989374799,0.5402977230742146,0.6064536046341017,0.49486144751211786,0.43483693386680383,0.6528693040359088,0.5094581766390164,0.0,0.0,0.5476581102608433,3.0
0.4253058057317839,0.4236308242991068,0.1876947073820762,0.4623695375691168,0.42461420296075975,0.5414157856196006,0.5482134234852261,0.6296374715253589,0.38749132962549687,0.7708314946950602,0.4283151413561676,0.5198766699056658,0.32845228543217886,0.5758267960878541,0.6962424527713267,0.0,0.0,0.7337039772269158,1.0
0.5887588809909187,0.7527172059449619,0.49909343608367707,0.4195175870268457,0.3411479959539683,0.651344116064017,0.6123987857505592,0.410215341207302,0.7237509374988971,0.42698458178742615,0.6957056723285729,0.40517750216931603,0.4299475080677338,0.4725099229792269,0.2519480618128593,1.0,1.0,0.7299252571996658,3.0
0.5215649453284715,0.40481510132119364,0.5516978087554759,0.5396602268561884,0.5580458794726653,0.5458490758552287,0.7693300082925334,0.3255740095472233,0.5910132504221838,0.6400510483563997,0.3275187365386793,0.4964367046736936,0.5153724924171748,0.5637409029672569,0.6017739403146337,0.0,1.0,0.41034250007414674,0.0
0.5458390587413912,0.527594653013423,0.5760084934909677,0.52360104764344,0.5862010814970646,0.4205769622655506,0.4594880825233379,0.5069567641114443,0.4684232775357464,0.47911038236077036,0.422475367401899,0.3578622972940947,0.4137521113766097,0.5604219557553713,0.4182550663089372,1.0,0.0,0.8333806343820035,2.0
0.618458450712022,0.5890682711726601,0.42817802571383046,0.5187533702600075,0.4018345429457619,0.4762872272439938,0.5217812337258687,0.45410825316697523,0.6380757735323582,0.4911017958921259,0.43352144135588877,0.5845350594839657,0.6062474081751462,0.36846289547887784,0.5465975974453113,0.0,1.0,0.2188951730357438,2.0
0.39659138398179294,0.46914839486819604,0.4319915617941904,0.6848671658475954,0.5675290763420922,0.3557301005905818,0.4420565317550565,0.4326109298841356,0.6348915592015052,0.5867393061462669,0.153995860408751,0.44279670110465935,0.7185929591173318,0.5810315498176439,0.5224620795753776,1.0,0.0,0.7841245471253202,3.0
0.22214324108215763,0.3956892953689178,0.4174942480898033,0.49926098426615073,0.4881931471016067,0.288997303966634,0.42899021931849807,0.15379463027064522,0.465711567676129,0.7354229111702658,0.683479957820989,0.4591977420304821,0.5263135466752036,0.6669425958595004,0.5926341710380773,1.0,1.0,0.7357255045798574,0.0
0.5004812039980052,0.5294501678267254,0.540623892985172,0.5155939258037413,0.5210494096237284,0.5809413373589998,0.6084934998311173,0.3567509456448016,0.5850559312787796,0.5373581949118191,0.19128032551242038,0.4510444127183588,0.4229094589222574,0.5907403616206222,0.681549610291291,0.0,1.0,0.6728538965610286,0.0
0.6577108887026446,0.6715315726377282,0.43336990305986545,0.5797950929052991,0.556565470186217,0.4520577446112523,0.3042377987175411,0.38461609279394743,0.6764899334868887,0.36346329005415945,0.33136351537068304,0.4201093721056885,0.535866829077173,0.5271358859310901,0.4134301583383639,1.0,0.0,0.40613651215427404,2.0
0.4057687053825311,0.23009632889963394,0.37746417312839853,0.41347515229459714,0.5954913737671313,0.5044763320566457,0.5859826941219325,0.34261376399191534,0.5053010318662919,0.2735660903778182,0.6357492410857613,0.5841137507263889,0.29175901655507713,0.30063314267431496,0.4485624328767684,1.0,0.0,0.3513036983368971,4.0
0.6084635672694594,0.2838222564695404,0.6731271048724886,0.7052336971529705,0.5106679423347026,0.46977857135665396,0.4537835864955526,0.6229227543793716,0.3001759897286864,0.643665632088643,0.23532536648931185,0.49883233614894573,0.14001038242973934,0.5658163883568338,0.6359031165842953,0.0,0.0,0.8585091470152626,1.0
0.4617577050330777,0.7712126273358257,0.3063206004867346,0.4771829835074723,0.4902302430485143,0.5882256387803638,0.635829372410096,0.5451118322862273,0.6259676513775426,0.43886001725498613,0.43539760344369627,0.34158948398027666,0.576766938353818,0.3928149791506814,0.4797578338104454,1.0,0.0,0.25846784801860656,2.0
0.4624576213739957,0.41018758725391835,0.23534366543239923,0.3987335393000119,0.590112183060464,0.43819994805657586,0.386202766829655,0.2473670695756499,0.7374729304324967,0.45062487547155716,0.48485863857553124,0.5058286868355664,0.7435670885425436,0.5406945995891485,0.3467280263022475,1.0,0.0,0.7934746222898778,1.0
0.5187488062431346,0.6225222541133587,0.20634108775774673,0.5610084718058556,0.506253460575183,0.5851918144162044,0.5374819169169408,0.5321244650680037,0.43477584414275394,0.6314891637392895,0.5685535807045076,0.6028589797406404,0.5222003205438766,0.32551252273703923,0.5385995039758181,0.0,1.0,0.03194111588029569,0.0
0.5293463007003185,0.4529909175730958,0.35509124229647415,0.13451442218182535,0.7900374967505621,0.6716044842532829,0.334025584397891,0.23954293189954626,0.5063235498073829,0.5001567786533966,0.7577980431679708,0.28510858260201444,0.6315184973262323,0.32932450404019153,0.6418393746449519,1.0,0.0,0.3854415963966553,2.0
0.5943187828743103,0.4508073216571627,0.2507531685845824,0.5782909448702825,0.5655060243892289,0.35509405166063945,0.5302115617188624,0.40624135073660206,0.5446379229616094,0.4803195513336282,0.6004191716582657,0.5141465407028393,0.17453166162323303,0.7919773131464016,0.3850591949214427,1.0,0.0,0.5572940703080809,0.0
0.4437470689532749,0.46253100589761204,0.6314067570806755,0.5835887980613168,0.6177447733276669,0.43168367109945044,0.5459487184448842,0.48678928338110844,0.4270659005769073,0.4086348950212253,0.5350360664144219,0.4341666475480492,0.4728153902480621,0.5165687675595929,0.45601459255420757,0.0,1.0,0.25012184911186597,4.0
0.6170956551984345,0.7280677742798571,0.5124953001488577,0.456195298994641,0.6873823589498855,0.395585586167506,0.8100995796851217,0.5008766691890125,0.6795241502151196,0.3845284031407483,0.29234779762064944,0.23118358103872888,0.6892009120081377,0.4204657700389325,0.5065140886581297,0.0,1.0,0.43133788091281333,4.0
0.39006692403109816,0.5744187132627235,0.6387436476312386,0.7212517507000978,0.3849013885735013,0.17413247746638608,0.16005084477364726,0.3114403125219552,0.6092951642300563,0.7292065666547345,0.3236433591713146,0.5151459088699226,0.7451741233485766,0.6819338006437103,0.47259944145527294,1.0,1.0,0.5968887332863525,2.0
0.36075554305562774,0.4493229258247905,0.6430221761117978,0.5662841438995836,0.7741636305755478,0.7220322637101232,0.509469456970339,0.4918064510722261,0.5284014426927439,0.4859121711885164,0.7075420346396678,0.5729233795695663,0.28763698489280587,0.45594043061545697,0.6809352504565759,0.0,0.0,0.9635411191544991,1.0
0.6276437604986846,0.5554958427657785,0.5482057022790928,0.5806379333468478,0.5085815056838929,0.37698255056802615,0.41416615259383754,0.3728674589749159,0.6513282191970449,0.45946067945845204,0.5077688404120462,0.5861416018157303,0.4468143989582084,0.5578390072980668,0.4111742530612171,1.0,1.0,0.24093706064930376,2.0
0.6635830031292883,0.4956394481279539,0.31398458929558576,0.4750229284981419,0.5411306951869387,0.31817978908056677,0.26717452388206386,0.5866701644698038,0.505018069926862,0.7095922239445006,0.4458706371576382,0.543412603940462,0.3673391541877591,0.39434303070189214,0.43318793061135036,0.0,0.0,0.5022665398184392,1.0
0.5863106805331554,0.5227025083894148,0.533451152569702,0.48694368065918425,0.5142880156205135,0.45810530959530016,0.36511759119591486,0.4109586456618783,0.6120464580868238,0.5636223312705598,0.2892034697168966,0.61759631731026,0.45922782582027394,0.5095796344279526,0.3321599348904255,1.0,0.0,0.419821698691928,4.0
0.6531165291393185,0.4000831684672789,0.4580599806127033,0.7220803778929548,0.4735124545396495,0.45163753457038663,0.4944595391646994,0.33641325494749724,0.33338029104167216,0.3575591277243147,0.7164151441626626,0.5181017763637009,0.38896026517886323,0.6507032232627611,0.6025524781945789,1.0,1.0,0.8807945750278536,1.0
0.7044445167461325,0.5797444790180247,0.6247765452675179,0.48922567866788325,0.5048877025189484,0.43697422961524673,0.4113575373001263,0.45131484164316465,0.5396018513927525,0.5510039191509942,0.4678716529664353,0.46662357121431763,0.4379656658984978,0.5866129672046818,0.4185760017762316,1.0,1.0,0.3065254108001454,4.0
0.4667424865411754,0.5716930703747015,0.37480835899101766,0.47730300329665454,0.5251368260866276,0.6684176424262159,0.636328684681159,0.4429243767075614,0.41673752867620584,0.5472557630632285,0.6240344452305195,0.432676719112344,0.4410181918776576,0.5579831017078807,0.3613504298457778,1.0,0.0,0.08571617291535649,1.0
0.6694654437296848,0.6801743926825308,0.3704392004854224,0.5692818875021298,0.559003957521641,0.5685911024966913,0.4795406910619818,0.48807385945937853,0.4984942161623835,0.5361493167669938,0.6148543717285221,0.34386140514720653,0.4671720508208439,0.5445175653947507,0.4529928609395973,1.0,1.0,0.5583581879900541,2.0
0.5278731187922054,0.4302431904164875,0.244589387252275,0.4161560231866373,0.5414213652167114,0.4864013815830966,0.4329493638701447,0.250946313266663,0.526366210613115,0.3849628113984349,0.41701822346311324,0.2569798166459966,0.5406148848761715,0.21227356107251918,0.37033280668168195,1.0,0.0,0.019809750199164422,2.0
0.7345620402704659,0.6344173723718477,0.5833313820086138,0.7020878172344346,0.470232389271157,0.36093958295154405,0.1679076603296482,0.4271899353785825,0.45667088076790535,0.3645992512466711,0.5133860798988221,0.5688085835947474,0.36173748125224314,0.28765466227650033,0.43954779149528644,1.0,0.0,0.2722542755460007,4.0
0.4649742933816974,0.31030915942261,0.5409866454310593,0.48712866775292635,0.6002432077330648,0.4972400806593362,0.48447470209153104,0.5306489924305434,0.4398260190854367,0.5165161579515074,0.4927630063804202,0.45217592978352444,0.3016657713934418,0.6211805995974806,0.4515168538588888,0.0,1.0,0.9950118032430488,1.0
0.6398102443662161,0.8247960836517885,0.2263944800833544,0.46150726483434806,0.34060531375749586,0.5018852235135108,0.48780877205629203,0.30828204704149414,0.26951061681789973,0.09206957266308119,0.5317148643196999,0.4660150568442474,0.2342180665960131,0.11424038717167509,0.11090563164329867,1.0,0.0,0.7266037481751659,4.0
0.6931717293105485,0.9180486101505216,0.5125889719807515,0.6777177904297138,0.17823304924303995,0.3966090935689963,0.3361914612369744,0.5938735358584619,0.5228727079541873,0.5662775847123571,0.5468534439086472,0.3167185641873946,0.5101211743845653,0.4624816136502587,0.18579656293902283,1.0,1.0,0.7722487379203201,0.0
0.5258880983042533,0.48873444617645523,0.5908620926871462,0.6289503129986311,0.6587208323329389,0.2630856023790489,0.5988923854596977,0.19812113354600205,0.5950466119301219,0.4628851019886689,0.6622090036523323,0.7516079969070818,0.41155968838717427,0.6452535255259085,0.3120448869239324,1.0,0.0,0.8607532350340016,1.0
0.5024643607701816,0.7266880089276676,0.3070740046600634,0.5579045327258989,0.3632575846478612,0.5931282131111892,0.6650825204800846,0.7207176474454812,0.4913623937524499,0.47439769009603405,0.36336335474249726,0.6529188767172671,0.5843603763390315,0.4982747136242684,0.6299376137588372,0.0,0.0,0.739238921092642,1.0
0.5757468039387902,0.6866126501761545,0.40919436678049936,0.2965198656294194,0.5170730393713568,0.7648557845037021,0.5614750366147886,0.4969161810139123,0.7252997617884255,0.6140447735169839,0.6793389350287798,0.2213676208106066,0.6721999731431046,0.44594837194873205,0.428144473542612,1.0,1.0,0.4824950660761157,0.0
0.7199990971102718,0.518964238554123,0.480150383359988,0.5448301206066131,0.5608972748930661,0.44237072401768174,0.618259373524198,0.30519243675170976,0.648888243470989,0.5261833395256287,0.420744003905029,0.27803621457749156,0.5532765378490289,0.5044462386010005,0.5271579143724884,0.0,0.0,0.14491542904160393,1.0
0.5989561511716404,0.528680187930417,0.4717850803324744,0.5270330747884118,0.5643510493633671,0.39249088878706867,0.4628083120883419,0.35997932164882257,0.5352283759595461,0.46333325544818965,0.4811572144312839,0.5432365071593227,0.4023102402910664,0.6630563632224594,0.5990016093590992,1.0,0.0,0.05046509586821846,4.0
0.5183959560974424,0.4344453600335785,0.5661402187393657,0.45820819311978594,0.6139148451435603,0.6479952171767203,0.44176058075361724,0.479954422697816,0.7290843950798344,0.6699083128204468,0.5273197636196052,0.43760269922234657,0.6727398660256348,0.5891200067639927,0.46003789772585146,1.0,0.0,0.9594833236765289,4.0
0.47936974405092686,0.49368381191210664,0.6399628341047399,0.6342443476545815,0.6101413181781224,0.39301158665576125,0.550129903125592,0.6087235577328386,0.3119295153949752,0.565271560596456,0.38740689340605633,0.5927146987369147,0.3369823722382992,0.4375657795943393,0.4359310119426102,0.0,0.0,0.732503888535609,4.0
0.48705818624212427,0.6602831498593059,0.34360675265212404,0.27429430230192725,1.0,0.4308698668061032,0.28080381571400964,0.5897092480874785,0.6325410601372279,0.5409296480747201,0.8333833104694465,0.680802702559765,0.4919184344262043,0.15098649579435258,0.4437394651941592,0.0,1.0,0.7262243071803067,3.0
0.7809467000518998,0.5808856668252792,0.6851440412526177,0.5602761495754146,0.31100623621008583,0.6845401645657351,0.5984963433975423,0.4682064700802647,0.5065706825303024,0.5892658199944829,0.4919730488882661,0.6324611805725077,0.5989796483980582,0.5180973248970246,0.5294121665872095,0.0,1.0,0.26969203167551403,3.0
0.6217442992848454,0.31304498881952364,0.28930692762688165,0.6234753567204343,0.45082394905316386,0.4213062452158726,0.48666127239299717,0.6166281168854816,0.49394046919017215,0.40855082724554714,0.702687014610257,0.39404349709021286,0.03458678204931621,0.7624702029466491,0.3628116480124694,1.0,0.0,0.6795144266807027,0.0
0.21772316221252674,0.5122686638794357,0.5553291596528235,0.49988076010410376,0.6457614337206237,0.6127939486627422,0.6414275879818683,0.32987039766850274,0.5910234610346328,0.4055865675254558,0.8335960626960776,0.4537725250079153,0.7838530312196407,0.3927306483397176,0.3548606051439737,0.0,0.0,0.21200196566191065,4.0
0.5709505128640197,0.3636989899194764,0.346942266214527,0.7198925367724559,0.4468010579429497,0.4065683060980793,0.5194281910831356,0.3803738871342679,0.3329144371939897,0.5739778955435128,0.4645613782045434,0.21614822521856694,0.22478552208604285,0.8964457266360653,0.4203334568314449,0.0,1.0,0.14437615235506218,0.0
0.5691084779953506,0.4465019311488289,0.3717858393504787,0.5839009976396925,0.6202814198782606,0.3836753813930158,0.44870968776535747,0.4463797870008996,0.2540700903133859,0.46887467551532985,0.5757592090102736,0.3481599746409341,0.4689994234153891,0.6290149823520028,0.1770061141792458,0.0,1.0,0.4766696862616856,4.0
0.6976446446754353,0.6152718378256136,0.4525151416945408,0.44850210517095984,0.7048934561580011,0.3393671098029242,0.4630035118423737,0.4342747729489396,0.5271214066203741,0.3927064666448523,0.47081564675344917,0.45881939553145534,0.486565810533523,0.6513211057288424,0.5131206327357879,1.0,1.0,0.911671573631389,0.0
0.5483847221039623,0.41432505356666477,0.32432199646206833,0.6838106681223906,0.4912235355246668,0.33158308395271,0.3069657629659016,0.45839418345732075,0.45636685016807393,0.7432614344389163,0.5207158642640366,0.5053669459518552,0.14319994047069462,0.6095810551431853,0.38886449677703044,0.0,1.0,0.3737542202959898,0.0
0.391052136317436,0.4885449783871125,0.46135765357941083,0.5149649298181609,0.5225602441192094,0.45728823438336585,0.49910041972009733,0.34159318739823563,0.5279644717805937,0.615971380498578,0.6646721771827194,0.374601397004622,0.5521551746878224,0.6108931965484734,0.44041509039055227,1.0,1.0,0.20763548274643273,3.0
0.46876146625312864,0.6821411685515479,0.5030706120018069,0.5449171836853429,0.3482213188367078,0.43643496386110037,0.3051219705564255,0.4265399864960567,0.42490383578196184,0.7081068021206793,0.6015046420676753,0.35720698793766653,0.5780982455197016,0.410385064613335,0.28201523690422353,1.0,0.0,0.486022094539475,3.0
0.576099205789886,0.5377837758231504,0.4073577296222385,0.5060682327075641,0.3372894021010548,0.6883537649111642,0.5293701150698756,0.45133250376557554,0.41267354842598075,0.39488038424977207,0.5087376692196127,0.48363935496302074,0.5478849524820338,0.46894294344272686,0.40918224071481496,0.0,1.0,0.744576164550505,1.0
0.5098540293001882,0.5566732209024468,0.47304776256781716,0.4082203694937257,0.7100055469937846,0.3750574124892831,0.20342033586123293,0.5853551651798593,0.3887007687781725,0.6252052198054446,0.5564419673224021,0.6718183372319186,0.39256201912456234,0.2575472926475045,0.5690691195527778,0.0,0.0,0.368356042104825,4.0
0.6303027974048914,0.53269124377041,0.4008504842343045,0.43760082799850764,0.40373291138300393,0.6871293151054314,0.479443677611067,0.5142190913205169,0.4551602724450116,0.5863729932807606,0.3478194871284002,0.4848361576402986,0.39391283410381633,0.30686742749914114,0.6760076740964754,0.0,1.0,0.7746428285451716,4.0
0.6752612557768405,0.7107456761547774,0.4817092657345466,0.5389717805045893,0.46659346730601337,0.5067921739860332,0.4909139526395065,0.43295877227008683,0.5968893256113657,0.49281649847633463,0.4109378861905258,0.3041439775097267,0.5525345531239567,0.4893929759115877,0.5246522882141941,0.0,0.0,0.19308917548113746,2.0
0.655699628132796,0.2909802077123368,0.3370217684885777,0.23296116635506348,0.49358889069052475,0.33899801761595894,0.3863605406597854,0.6628067536649486,0.3258322376566888,0.6040141197883541,0.7110773311836247,0.5629363777254228,0.4266892795476094,0.32237779644298314,0.4187674532148357,0.0,0.0,0.6437170302675927,3.0
0.49096266666536476,0.5240312699915749,0.5624676035342823,0.6530319076614478,0.4883264072481781,0.35227029192701254,0.45631681390840495,0.4644725235242079,0.5481119648207442,0.5271802539151269,0.5470955844786314,0.43283263165256536,0.46099583853598963,0.32351447752846113,0.5419900795417611,0.0,1.0,0.3271387882964386,2.0
0.6465234630288523,0.5632757103345238,0.48461087914782863,0.5333499804153617,0.42284034313535174,0.4226223289305013,0.3885566309422101,0.22988997940518396,0.7238699994163597,0.38852498291383303,0.5367203911988624,0.4733260887495587,0.6401804859860982,0.5135383497730859,0.44208643975227707,0.0,0.0,0.721874157624475,1.0
0.6747486912630577,0.6051600431594633,0.29391674352936403,0.6575770992917945,0.7232025681902263,0.35278469632706233,0.271838605544073,0.3706410406883778,0.5700241577266192,0.28651077984469214,0.40047167266274386,0.4646086672171908,0.629345068880646,0.47936577281070647,0.5430530071473766,1.0,1.0,0.3072655731303161,0.0
0.3847941624952935,0.38665039978732446,0.22776295004390507,0.6076786487430493,0.6297885432153932,0.40029251714890374,0.45271782932299914,0.4536673190714329,0.29452348951942353,0.3296154293955527,0.43989816709272594,0.3740749107651428,0.37246256612650375,0.5178195575612252,0.36376357156396755,1.0,0.0,0.3502253372461457,3.0
0.3844568318313088,0.46871307359221137,0.28945909280439125,0.3890883936030415,0.5213545619355903,0.5628133558562153,0.5541260597603845,0.6575131310860193,0.3547512752437316,0.5889769078241712,0.5981762264193027,0.5150755943499549,0.4235014585045243,0.374513347139513,0.5197602436372479,0.0,1.0,0.28048228122254315,0.0
0.33295962186085626,0.5141949121001234,0.4055360373538504,0.4604367014891393,0.5481156358407244,0.516772941066888,0.45598644588206483,0.29933841749246465,0.329674155426103,0.7097801175037587,0.5259093192345029,0.4166074841376712,0.5872017576029852,0.6538672724483118,0.4546485122755585,1.0,1.0,0.8896559856295079,3.0
0.640150423505265,0.5881336856332137,0.4564137196785188,0.410158793655037,0.6341014833773938,0.6728604380173387,0.43167974948584104,0.5006921552613859,0.5682660270177813,0.4739759979841522,0.5189633950585554,0.30102371230496255,0.6165259035282028,0.4066679460387379,0.5408772059131737,1.0,0.0,0.20422480238801266,4.0
0.3619640397578716,0.6162963863229705,0.6505711331858771,0.615163850206451,0.7388234563002948,0.2936780398053318,0.6161226739132352,0.3729018589204714,0.620148854144143,0.39837822215251534,0.28161678987356215,0.49505128257653547,0.45888905096811916,0.6629311447088965,0.2749437174743003,1.0,0.0,0.22463991951497775,1.0
0.5161391152527469,0.39005407522020047,0.5270314688558972,0.5235972967835049,0.7882556002743368,0.600668613177695,0.46600870490749086,0.4851160873966287,0.3242739245116486,0.43828950998646465,0.6906310855455402,0.6326143733785147,0.43222135124437056,0.4617508496241987,0.37964448538838375,0.0,0.0,0.2335279161339121,3.0
0.6838914251286844,0.4711919289424933,0.6503406138623246,0.38015489861506707,0.512142525096948,0.42899069310519355,0.46101023700637167,0.4391754107829455,0.5628842499885861,0.5838367377664151,0.39083184792465814,0.35505327910773965,0.43701572064049954,0.40908844594771476,0.5522408685092268,0.0,1.0,0.21057007097093527,1.0
0.5481106820104669,0.6137045711183775,0.4922186321255883,0.5791222116558075,0.8755247530158479,0.383494442913763,0.420625572697923,0.49291176656653335,0.28308735989688044,0.512672603951166,0.7145580831461772,0.6939927999939376,0.397237725365556,0.4886898770576849,0.22692678587513984,0.0,1.0,0.7594213872500808,1.0
0.5875869997572623,0.6132952073358813,0.5226591009351708,0.45796258876856194,0.46307730779666334,0.5879931037811966,0.6284955916558476,0.4586656560380826,0.5972663519089857,0.47699366438701674,0.2945152247693788,0.38829727878842,0.5241668081976012,0.44271969468320804,0.5628166644170804,0.0,0.0,0.18106395205723191,2.0
0.45043759745661927,0.3547780728070211,0.372332679829268,0.5036908808067068,0.6919862939656015,0.5413864661364041,0.5253461617045813,0.44973756574858575,0.5119201734148672,0.48973472561859965,0.48603523640916746,0.45544777436025924,0.5785833665408925,0.5731254105051115,0.5269897551925392,1.0,1.0,0.3386007820954078,0.0
0.43975053461739744,0.5207766775376256,0.6680581126103852,0.6649243627877321,0.7152751039142783,0.5332411633500327,0.5377078555943745,0.3973849926866296,0.3172243798621791,0.6525850890034727,0.6208364776343497,0.6628189144588367,0.6123051279239641,0.410362552447281,0.5108740895948737,0.0,1.0,0.3011899270716618,4.0
0.49893884641307545,0.6489878057809647,0.4189142782877855,0.5218978977026647,0.45692312194583734,0.6110493016216474,0.739862280482485,0.5663123583464716,0.5722591200274597,0.5142996882638258,0.2978074722159338,0.5653950756196622,0.5695821455901869,0.49044592453046565,0.64037548392351,0.0,0.0,0.3952757059854305,4.0
0.44712936185561336,0.26986098461687014,0.46240478431415283,0.5576393825639073,0.6054043759938696,0.37772973015755,0.3399259346308427,0.3144989165412802,0.5962958318787289,0.6350393701476854,0.6118874566733105,0.5226511842469216,0.5015145977322446,0.5219498902404255,0.5350311994909456,1.0,0.0,0.1547571332323796,0.0
0.44075517266214126,0.5207933679235537,0.6324612016336414,0.568876800997255,0.5427117756689507,0.5227493431411039,0.7692184291796245,0.3376289205142714,0.6476090774244103,0.40478904294124635,0.2960291233713927,0.5038738544561638,0.6306465931447907,0.5983233355086895,0.5505069064784007,0.0,0.0,0.04209186141759158,1.0
0.5487881112351322,0.47351718676340604,0.49705429593665645,0.3711677095856071,0.7522899969833876,0.5445436760802368,0.6276421639033347,0.485391427869106,0.35281248936589027,0.49040688213403444,0.6379657524746071,0.46949853503753386,0.6397170375845186,0.47785761036363766,0.4004582457800399,0.0,1.0,0.0940216393320662,1.0
